binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
541.1000537109375,26139.03130146025,27773.204128691246,135.082795563988,95.14145108080632,28003.42837533604,-1864.397073875789
541.2000537109375,25813.43682436313,27803.839601341482,132.43544650672396,92.91452119231577,28029.18956904052,-2215.752744677393
541.3000537109374,26253.854214662475,27834.47507399168,129.86503578050565,90.76468706225403,28055.104796834443,-1801.2505821719678
541.4000537109374,26811.449900419047,27865.110546641918,127.36861556829052,88.68843894581308,28081.16760115602,-1269.717700736972
541.5000537109374,26377.248151214753,27895.746019292157,124.94337766137012,86.68246411082805,28107.371861064355,-1730.1237098496022
541.6000537109375,25483.576311724682,27926.38149194239,122.58664561243816,84.7436337449426,28133.71177129977,-2650.135459575089
541.7000537109375,26011.069728712384,27957.01696459263,120.29586739762856,82.86899086446886,28160.181822854727,-2149.1120941423433
541.8000537109374,26158.878726649942,27987.65243724283,118.06860855018911,81.0557391384934,28186.77678493151,-2027.8980582815675
541.9000537109374,26608.840891661494,28018.287909893064,115.90254573150322,79.3012325500652,28213.491688174632,-1604.6507965131386
542.0000537109374,26195.45992606103,28048.9233825433,113.79546070799543,77.60296582375454,28240.32180907505,-2044.8618830140185
542.1000537109375,26220.57485881092,28079.558855193536,111.7452347048946,75.95856555544012,28267.26265545387,-2046.6877966429493
542.2000537109375,26299.687234004898,28110.194327843772,109.7498431102191,74.36578198621095,28294.309952940202,-1994.6227189353049
542.3000537109374,26509.295869892892,28140.82980049397,107.80735050440092,72.82248136757705,28321.45963236595,-1812.1637624730574
542.4000537109374,26015.535150399875,28171.46527314421,105.91590599288597,71.32663886999431,28348.707818007093,-2333.1726676072176
542.5000537109374,26291.616025375177,28202.100745794443,104.07373882084778,69.87633199107182,28376.050816606363,-2084.434791231186
542.6000537109375,27214.258163583705,28232.736218444683,102.27915425067894,68.4697344236685,28403.48510711903,-1189.2269435353264
542.7000537109375,26725.340578898937,28263.371691094915,100.5305296844716,67.10511034766425,28431.00733112705,-1705.6667522281132
542.8000537109374,26639.4685928323,28294.00716374512,98.8263110150008,65.78080911233103,28458.61428387245,-1819.1456910401503
542.9000537109374,26243.71589074112,28324.642636395354,97.16500918996014,64.4952602791008,28486.302905864417,-2242.5870151232957
543.0000537109374,26969.70805622895,28355.27810904559,95.54519697537066,63.246968997153765,28514.070275018115,-1544.362218789167
543.1000537109375,26963.91621480072,28385.913581695826,93.9655059050559,62.03451168654806,28541.91359928743,-1577.997384486709
543.2000537109375,27237.078755833012,28416.549054346062,92.42462340410033,60.85653200579626,28569.830209755957,-1332.751453922945
543.3000537109374,26801.45092621866,28447.184526996265,90.9212900750465,59.71173708269699,28597.817554154008,-1796.3666279353492
543.4000537109374,26771.38303252149,28477.819999646497,89.45429713639828,58.59889398898671,28625.873190771883,-1854.4901582503917
543.5000537109374,26876.91734483031,28508.455472296737,88.02248400377438,57.516826440998564,28653.99478274151,-1777.0774379111972
543.6000537109375,27525.575522670864,28539.09094494697,86.62473600468344,56.4644117099212,28682.180092661572,-1156.6045699907081
543.7000537109375,26770.496584686964,28569.72641759721,85.25998221858377,55.44057772661771,28710.42697754241,-1939.9303928554473
543.8000537109374,26771.749673758404,28600.361890247408,83.92719343444018,54.444300367143185,28738.733384048992,-1966.9837102905876
543.9000537109374,27742.169766278214,28630.997362897644,82.62538021853005,53.47460090619901,28767.09734402237,-1024.927577744158
544.0000537109374,27535.186312094644,28661.63283554788,81.3535910857785,52.530543626787306,28795.516970260447,-1260.3306581658035
544.1000537109375,27718.995951071523,28692.268308198116,80.11091076830957,51.611233575205354,28823.99045254163,-1104.994501470108
544.2000537109375,28066.68750844474,28722.90378084835,78.89645857537839,50.715814451396916,28852.516053875126,-785.8285454303877
544.3000537109374,27833.920540088187,28753.53925349855,77.70938683921293,49.843466625421,28881.092106963184,-1047.1715668749966
544.4000537109374,28112.237775461457,28784.17472614879,76.54887944165873,48.99340527150127,28909.71701086195,-797.479235400493
544.5000537109374,28499.079212297554,28814.810198799023,75.41415041688556,48.16487861178188,28938.38922782769,-439.3100155301363
544.6000537109375,28590.8086871587,28845.445671449263,74.3044426256799,47.35716626247092,28967.10728033741,-376.2985931787116
544.7000537109375,28558.335610215498,28876.081144099495,73.21902649718515,46.56957767562787,28995.869748272307,-437.53413805680975
544.8000537109374,28458.407239734173,28906.716616749698,72.15719883419388,45.80145067032947,29024.67526625422,-566.268026520047
544.9000537109374,29022.38216791006,28937.352089399934,71.11828167834744,45.05215004740506,29053.522521125687,-31.140353215629148
545.0000537109374,28967.98756205017,28967.98756205017,70.10162123185482,44.32106628237064,29082.410249564397,-114.42268751422671
