binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl,component:imide_N-C=O,component:acid_O-C=O,total_fit,residual
289.3000537109374,29080.861229162223,16865.81395130181,1014.5171652705507,360.4122996765157,3414.2594274052763,8193.558984283409,29848.561827937563,-767.70059877534
289.4000537109375,27362.204021329977,16923.263904104428,974.62050930357,343.3698422940081,2796.174266091095,8647.783194042946,29685.21171583605,-2323.007694506072
289.50005371093744,27007.620984849204,16980.713856906914,937.0203368084192,327.5012462503863,2321.727005850752,8996.795061344246,29563.757507160717,-2556.1365223115135
289.60005371093735,27624.56871091894,17038.163809709404,901.5445642534789,312.70173582877635,1959.4036390878318,9217.125930226932,29428.93967910642,-1804.3709681874825
289.7000537109375,25704.146527406356,17095.613762512025,868.036853852588,298.877905226435,1682.2790346397182,9292.46934283628,29237.276899067045,-3533.130371660689
289.8000537109374,25963.715097618988,17153.063715314514,836.3549238589912,285.94627754959384,1468.5020305661847,9216.964961783031,28960.831909072316,-2997.1168114533284
289.9000537109375,26756.040799874456,17210.513668117135,806.3690656975731,273.8320713028674,1301.0992982129433,8996.485485999008,28588.299589329526,-1832.2587894550707
290.00005371093744,26182.178521771264,17267.96362091962,777.9608396340211,262.46814110392376,1167.370809706237,8647.347079704185,28123.110491067986,-1940.931969296722
290.10005371093735,25102.471943811204,17325.413573722108,751.0219249386435,251.79406520254884,1058.1065946355502,8193.023958586899,27579.36011708575,-2476.8881732745467
290.2000537109375,26490.845272923416,17382.86352652473,725.4531040713165,241.75535712035247,966.7899372207478,7660.196017363711,26977.057942300857,-486.21266937744076
290.3000537109374,26265.76144684561,17440.31347932722,701.1633634011954,232.302782575135,888.8864848663674,7075.370493834777,26338.036604004694,-72.27515715908521
290.4000537109375,26994.99969279614,17497.76343212984,678.0690954896306,223.39176599442993,821.2644274009835,6462.678999666015,25683.1677206809,1311.8319721152402
290.50005371093744,27350.063769793353,17555.213384932325,656.0933900874307,214.98187349550432,761.7529762038417,5842.815416488313,25030.857041207415,2319.2067285859375
290.60005371093735,26492.142022571672,17612.66333773481,635.1654027880473,207.03636132216803,708.8243767778285,5232.761612576003,24396.45109119886,2095.690931372814
290.7000537109375,27274.739081675165,17670.113290537432,615.2197918020088,199.52178047403726,661.3752221378055,4645.927671945052,23792.157756896337,3482.5813247788283
290.8000537109374,26864.512460876573,17727.563243339922,596.1962146086797,192.4076297068527,618.5816245590212,4092.452505173467,23227.20121738794,3637.3112434886316
290.9000537109375,27187.326008528853,17785.01319614254,578.0388773431991,185.66605028155394,579.806033284653,3579.540044469349,22708.064201521294,4479.261807007559
291.00005371093744,24922.45739684683,17842.46314894503,560.6961307189397,179.27155683935416,544.5383796352768,3111.7918555431024,22238.761071681703,2683.696325165125
291.10005371093735,25670.67107139564,17899.91310174752,544.1201070891142,173.20079961408862,512.3591104458341,2691.536273196165,21821.12939209272,3849.5416793029217
291.2000537109375,25617.179161877517,17957.363054550136,528.2663939449277,167.43235389390134,482.91573601442883,2319.163089557637,21455.14062796103,4162.038533916486
291.3000537109374,24818.390444378096,18014.813007352626,513.0937397407937,161.94653323220473,455.90754703756255,1993.4676580666255,21139.228485429812,3679.1619589482834
291.4000537109375,24021.494204982784,18072.262960155243,498.56378844980395,156.72522340403233,431.07523334786623,1711.9997356301312,20870.626940987077,3150.8672639957076
291.50005371093744,24903.678245984633,18129.712912957733,484.64083969650846,151.75173452377618,408.1934737787074,1471.405802547542,20645.70476350427,4257.973482480364
291.60005371093735,24535.863497050253,18187.16286576022,471.29163169527925,147.0106690951688,387.0653811494781,1267.7507214776128,20460.281269177758,4075.5822278724954
291.7000537109375,24382.178388190583,18244.61281856284,458.48514455666395,142.48780406723304,367.5181616890148,1096.80523338836,20309.909162264114,4072.2692259264695
291.8000537109374,24369.067069183762,18302.06277136533,446.1924218115984,138.16998522694922,349.3996163777911,954.2889209996715,20190.11371578134,4178.953353402423
291.9000537109375,24881.659173757133,18359.51272416795,434.3864082547506,134.04503247933033,332.57525984694917,836.0626917579303,20096.58211650691,4785.077057250222
292.00005371093744,23130.115017053136,18416.962676970437,423.04180242839215,130.10165475419288,316.92591400878655,738.2694787859637,20025.301526947773,3104.8134901053636
292.10005371093735,22817.145837762448,18474.412629772924,412.1349222581218,126.32937343991138,302.3456793003571,657.4259511966527,19972.648555967968,2844.49728179448
292.2000537109375,22719.60109215863,18531.862582575544,401.64358252087015,122.71845338390752,288.7402132063077,590.4711039244929,19935.435935611124,2784.1651565475076
292.3000537109374,21892.98241247859,18589.312535378034,391.5469829715494,119.25984061901947,276.0252624882391,534.7794867601905,19910.924108217034,1982.0583042615544
292.4000537109375,22464.65787408034,18646.762488180655,381.8256060837958,115.94510607834425,264.125406855039,488.1475789931287,19896.806186190963,2567.851687889379
292.50005371093744,22411.352391435288,18704.21244098314,372.4611234745303,112.76639465092524,252.9729799717287,448.7616118534296,19891.174550933756,2520.177840501532
292.60005371093735,22796.60354659482,18761.662393785628,363.4363101807563,109.71637900784091,242.5071399038737,415.15425065040614,19892.476473528506,2904.1270730663127
292.7000537109375,22612.8622094596,18819.11234658825,354.734966046475,106.78821769612685,232.67306596921978,386.156250131496,19899.464846431565,2713.3973630280343
292.8000537109374,21187.91685771434,18876.56229939074,346.3418435547367,103.97551705639965,223.42126287635412,360.84773863833266,19911.148661516563,1276.768196197776
292.9000537109375,21039.593085841167,18934.01225219336,338.2425815088833,101.27229657128338,214.70695620523537,338.5123635831965,19926.746450061957,1112.8466357792095
293.00005371093744,21656.687295012103,18991.46220499585,330.42364402882663,98.67295729670283,206.48956588374128,318.5962740776979,19945.644646282817,1711.0426487292862
293.10005371093735,21041.68564017547,19048.912157798335,322.8722643814098,96.17225306691593,198.73224645140505,300.6728976508483,19967.361819348913,1074.3238208265575
293.2000537109375,22000.6341593064,19106.362110600952,315.57639321315247,93.76526419884328,191.40148466926064,284.4137087043051,19991.518961386515,2009.115197919884
293.3000537109374,21940.700962107152,19163.812063403442,308.52465079591946,91.44737345118314,184.46674649871076,269.56467257319224,20017.815506722447,1922.885455384705
293.4000537109375,21384.77781448627,19221.262016206063,301.7062829343362,89.21424402034418,177.9001666907612,255.9277447773147,20046.01045462882,1338.767359857451
293.50005371093744,20773.667373229684,19278.711969008553,295.1111202184363,87.06179937878268,171.67627524400584,243.3466643212475,20075.907828171024,697.7595450586596
